english;french;italian;japanese;portuguese;russian;spanish;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
overjoyed;fou de joie;felicissimo;大喜び;muito feliz;вне себя от радости;lleno de alegría;0;0;0;0;1;0;0;0
overlaid;superposé;sovrapposto;重なった;sobreposto;накладным;superpuesto;0;0;0;0;0;0;0;0
overlap;chevauchement;sovrapposizione;オーバーラップ;sobreposição;перекрытие;superposición;0;0;0;0;0;0;0;0
overlay;recouvrir;copertura;オーバーレイ;sobreposição;наложение;cubrir;0;0;0;0;0;0;0;0
overload;surcharge;sovraccarico;過負荷;sobrecarga;перегрузка;sobrecarga;0;0;0;0;0;1;0;0
overlying;recouvrant;sovrastante;上に重なる;superando;вышележащий;superyacente;0;0;0;0;0;0;0;0
overpaid;trop payé;strapagati;過払い;pago em excesso;переплатил;pagado en exceso;0;0;0;0;0;0;0;0
overpass;dépasser;cavalcavia;陸橋;ultrapassar;эстакада;paso superior;0;0;0;0;0;0;0;0
overpower;maîtriser;sopraffare;過大な力;superação;пересиливать;dominar;0;0;0;0;0;0;0;0
overpowering;irrésistible;prepotente;圧倒;dominando;непреодолимый;abrumador;1;0;0;1;0;0;0;0
overpriced;trop cher;caro;高価;muito caro;завышена;demasiado caro;1;0;1;0;0;1;0;0
override;passer outre;oltrepassare;オーバーライド;sobrepor;переопределение;anular;0;0;0;0;0;0;0;0
overrule;annuler;annullare;暴れる;anulação;отклонять;anular;0;0;0;0;0;0;0;0
overseer;surveillant;sopraintendente;監督者;superintendente;надсмотрщик;capataz;0;0;0;0;0;0;0;0
overshadow;éclipser;oscurare;見劣りさせる;ofuscar;затмевать;eclipsar;0;0;0;0;0;0;0;0
oversight;surveillance;svista;見落とし;supervisão;надзор;vigilancia;0;0;0;0;0;0;0;0
overstate;exagérer;esagerare;過大;exagerar;завышать;exagerar;0;0;0;0;0;0;0;0
overstock;surstock;rifornire in quantità eccessiva;過剰在庫;estoque excessivo;затоваривание;abarrotar;0;0;0;0;0;0;0;0
overt;manifeste;evidente;明白な;abertos;неприкрытый;abierto;0;0;0;1;0;0;0;0
overtake;dépasser;sorpassare;追い越す;ultrapassar;обгон;adelantar;0;0;0;0;0;0;0;0
overtaken;dépassé;superato;追い抜かれた;ultrapassado;обогнала;adelantados;0;0;0;0;0;0;0;0
overthrow;renverser;rovesciare;打倒;derrubar;низвержение;derrocamiento;0;1;0;1;0;0;0;0
overture;ouverture;overture;序曲;abertura;увертюра;obertura;0;1;0;0;0;0;0;0
overturn;renverser;rovesciare;覆す;reviravolta;опрокинуть;anular;0;0;0;0;0;0;0;0
overwhelm;submerger;sopraffare;圧倒する;oprimir;сокрушать;abrumar;0;0;0;0;0;0;0;0
overwhelmed;submergé;sopraffatto;圧倒される;sobrecarregado;перегружены;abrumado;0;0;0;0;0;1;0;0
overwhelming;accablant;travolgente;圧倒的;esmagadora;подавляющий;abrumador;0;0;0;0;0;0;0;0
overzealous;trop zélé;overzealous;過熱;exagerado;чрезмерно усердный;demasiado entusiasta;0;0;0;0;0;0;0;0
owe;devoir;dovere;借りている;deve;задолжать;deber;0;0;0;0;0;0;0;0
owing;dû;dovuto;負担;devido;обязанный;debido;1;1;1;1;0;1;0;1
owner;propriétaire;proprietario;オーナー;proprietário;владелец;propietario;0;0;0;0;0;0;0;0
ownership;la possession;Proprietà;所有;propriedade;владение;propiedad;0;0;0;0;0;0;0;0
ox;bœuf;bue;牛;boi;вол;buey;0;0;0;0;0;0;0;0
oxidation;oxydation;ossidazione;酸化;oxidação;окисление;oxidación;0;0;0;0;0;0;0;0
oxygen;oxygène;ossigeno;酸素;oxigênio;кислород;oxígeno;0;0;0;0;0;0;0;0
oxymoron;oxymoron;ossimoro;擬態語;oxímoron;оксюморон;oxímoron;0;0;0;0;0;0;0;0
oyster;huître;ostrica;カキ;ostra;устрица;ostra;0;0;0;0;0;0;0;0
pace;rythme;ritmo;ペース;ritmo;темп;paso;0;0;0;0;0;0;0;0
pacific;pacifique;Pacifico;パシフィック;pacífico;миролюбивый;Pacífico;0;0;0;0;0;0;0;0
pacify;pacifier;pacificare;鎮める;pacificar;усмирять;pacificar;0;0;0;0;0;0;0;0
pack;pack;pacco;パック;pacote;пак;paquete;0;0;0;0;0;0;0;0
package;paquet;pacchetto;パッケージ;pacote;пакет;paquete;0;0;0;0;0;0;0;0
packer;emballeur;imballatore;パッカー;empacotador;упаковщик;envasador;0;0;0;0;0;0;0;0
packet;paquet;pacchetto;パケット;pacote;пакет;paquete;0;0;0;0;0;0;0;0
pact;pacte;patto;協定;pacto;пакт;pacto;0;0;0;0;0;0;0;1
pad;tampon;tampone;パッド;almofada;подушечка;almohadilla;0;0;0;0;0;0;0;0
padding;rembourrage;imbottitura;パディング;preenchimento;набивка;relleno;0;0;0;0;0;0;0;0
paddle;pagayer;pagaia;パドル;paddle;весло;paleta;0;1;0;0;0;0;0;0
paddock;paddock;paddock;パドック;Pomar, pasto;выгон;paddock;0;0;0;0;0;0;0;0
paddy;paddy;risaia;水田;arroz;Пэдди;arrozal;0;0;0;0;0;0;0;0
padlock;cadenas;lucchetto;南京錠;cadeado;замок;candado;0;0;0;0;0;0;0;0
padre;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
pagan;païen;pagano;異教徒;pagão;язычник;pagano;0;0;0;0;0;0;0;0
paganism;paganisme;paganesimo;異教;paganismo;язычество;paganismo;0;0;0;0;0;0;0;0
page;page;pagina;ページ;página;страница;página;0;0;0;0;0;0;0;0
pageant;reconstitution historique;spettacolo;ページェント;concurso;маскарад;pompa;0;0;0;0;0;0;0;0
pagination;pagination;paginatura;ページネーション;paginação;пагинация;paginación;0;0;0;0;0;0;0;0
pagoda;pagode;pagoda;パゴダ;pagode;пагода;pagoda;0;0;0;0;0;0;0;0
pail;seau;secchio;ペール;balde;ведерко;cubo;0;0;0;0;0;0;0;0
pain;douleur;dolore;痛み;dor;боль;dolor;0;0;0;1;0;1;0;0
pained;peiné;addolorato;痛い;dolorido;страдальческий;dolorido;0;0;0;1;0;1;0;0
painful;douloureux;doloroso;痛い;doloroso;болезненный;doloroso;1;0;1;1;0;1;0;0
painfully;douloureusement;dolorosamente;痛い;dolorosamente;болезненно;penosamente;0;0;0;0;0;1;0;0
painless;sans douleur;indolore;痛みのない;sem dor;безболезненный;sin dolor;0;0;0;0;0;0;0;0
pains;des douleurs;dolori;痛み;dores;страдания;esfuerzos;0;0;0;0;0;0;0;0
painstaking;soigneux;accurato;骨の折れる;diligente;кропотливый;esmerado;0;0;0;0;0;0;0;0
paint;peindre;dipingere;ペイント;pintura;покрасить;pintar;0;0;0;0;0;0;0;0
painted;peint;dipinto;描きました;pintado;окрашенный;pintado;0;0;0;0;0;0;0;0
painter;peintre;pittore;画家;pintor;художник;pintor;0;0;0;0;0;0;0;0
painting;La peinture;la pittura;ペインティング;pintura;картина;pintura;0;0;0;0;0;0;0;0
pair;paire;paio;ペア;par;пара;par;0;0;0;0;0;0;0;0
pajamas;pyjamas;pigiama;パジャマ;pijamas;пижама;pijama;0;0;0;0;0;0;0;0
pal;copain;amico;仲間;amigo;собутыльник;camarada;0;0;0;0;0;0;0;0
palace;palais;palazzo;宮殿;Palácio;дворец;palacio;0;0;0;0;0;0;0;0
palatable;acceptable;appetitoso;口当たりの良い;palatável;аппетитный;sabroso;0;0;0;0;0;0;0;0
palate;palais;palato;口蓋;palato;небо;paladar;0;0;0;0;0;0;0;0
paleontology;paléontologie;paleontologia;古生物学;paleontologia;палеонтология;paleontología;0;0;0;0;0;0;0;0
palette;palette;tavolozza;パレット;paleta;палитра;paleta;0;0;0;0;0;0;0;0
pall;voile;coltre;ポール;mortalha;пелена;féretro;0;0;0;0;0;0;0;0
palladium;palladium;palladio;パラジウム;paládio;палладий;paladio;0;0;0;0;0;0;0;0
pallet;palette;pallet;パレット;palete;поддон;paleta;0;0;0;0;0;0;0;0
palliative;palliatif;palliativo;緩和的;paliativo;паллиативный;paliativo;0;0;0;0;0;0;0;0
palm;paume;palma;手のひら;Palma;Пальма;palma;0;0;0;0;0;0;0;0
palmer;palmer;palmer;パルマー;Palmer;паломник;palmero;0;0;0;0;0;0;0;0
palpable;palpable;palpabile;触診可能な;palpável;осязаемый;palpable;0;0;0;0;0;0;1;0
palsy;paralysie;paralisi;麻痺;paralisia;паралич;parálisis;0;0;1;1;0;1;0;0
paltry;dérisoire;meschino;骨抜きな;insignificante;пустяковый;miserable;0;0;0;0;0;0;0;0
pamper;dorloter;coccolare;甘やかす;pamper;баловать;mimar;0;0;0;0;0;0;0;0
pamphlet;brochure;opuscolo;パンフレット;panfleto;брошюра;folleto;0;0;0;0;0;0;0;0
pan;la poêle;Pan;パン;panela;кастрюля;pan;0;0;0;0;0;0;0;0
panacea;panacée;panacea;万能薬;panaceia;панацея;panacea;0;0;0;0;0;0;0;0
panache;panache;pennacchio;腹部;panache;щегольство;estilo;0;0;0;0;0;0;0;0
pancake;crêpe;pancake;パンケーキ;panqueca;блин;crepe;0;0;0;0;0;0;0;0
pandemic;pandémie;pandemia;パンデミック;pandemia;пандемия;pandemia;0;0;0;1;0;1;0;0
panel;panneau;pannello;パネル;painel;панель;panel;0;0;0;0;0;0;0;0
pang;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;1;0
panic;panique;panico;パニック;pânico;паника;pánico;0;0;0;1;0;0;0;0
panier;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
panorama;panorama;panorama;パノラマ;panorama;панорама;panorama;0;0;0;0;0;0;0;0
panoramic;panoramique;panoramico;パノラマ;panorâmico;панорамный;panorámico;0;0;0;0;0;0;0;0
pant;haleter;ansimare;ズボン;calça;пыхтеть;pantalón;0;0;0;0;0;0;0;0
pantheon;panthéon;pantheon;パンテオン;panteão;пантеон;panteón;0;0;0;0;0;0;0;0
panther;panthère;pantera;パンサー;pantera;пантера;pantera;0;0;0;0;0;0;0;0
panties;culotte;mutandine;パンティー;calcinhas;трусики;bragas;0;0;0;0;0;0;0;0
pantomime;pantomime;pantomima;パントマイム;pantomima;пантомима;pantomima;0;0;0;0;0;0;0;0
pantry;office;dispensa;パントリー;despensa;кладовая;despensa;0;0;0;0;0;0;0;0
pants;un pantalon;pantaloni;ズボン;calça;брюки;pantalones;0;0;0;0;0;0;0;0
pap;bouillie;pappa;パパ;pap;кашка;papilla;0;0;0;0;0;0;0;0
papacy;papauté;papato;教皇;papado;папство;papado;0;0;0;0;0;0;0;0
papal;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
paper;papier;carta;紙;papel;бумага;papel;0;0;0;0;0;0;0;0
paprika;paprika;paprica;パプリカ;paprika;паприка;pimenton;0;0;0;0;0;0;0;0
papyrus;papyrus;papiro;パピルス;papiro;папирус;papiro;0;0;0;0;0;0;0;0
par;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
parable;parabole;parabola;比喩;parábola;притча;parábola;0;0;0;0;0;0;0;0
parabola;parabole;parabola;放物線;parábola;парабола;parábola;0;0;0;0;0;0;0;0
parabolic;parabolique;parabolico;放物線の;parabólico;параболический;parabólico;0;0;0;0;0;0;0;0
parachute;parachute;paracadute;パラシュート;pára-quedas;парашют;paracaídas;0;0;0;1;0;0;0;0
parade;parade;parata;パレード;parada;парад;desfile;0;1;0;1;1;0;1;0
paradigm;paradigme;paradigma;パラダイム;paradigma;парадигма;paradigma;0;0;0;0;0;0;0;0
paradox;paradoxe;paradosso;逆説;paradoxo;парадокс;paradoja;0;0;0;0;0;0;0;0
paradoxical;paradoxal;paradossale;逆説的な;paradoxal;парадоксальный;paradójico;0;0;0;0;0;0;0;0
paraffin;paraffine;paraffina;パラフィン;parafina;парафин;parafina;0;0;0;0;0;0;0;0
paragon;parangon;paragone;パラゴン;Paragon;парагон;dechado;0;1;0;0;1;0;0;1
paragraph;paragraphe;paragrafo;段落;parágrafo;параграф;párrafo;0;0;0;0;0;0;0;0
parallax;parallaxe;parallasse;視差;paralaxe;параллакс;paralaje;0;0;0;0;0;0;0;0
parallel;parallèle;parallelo;平行;paralelo;параллельно;paralela;0;0;0;0;0;0;0;0
parallelism;parallélisme;parallelismo;並列性;paralelismo;параллелизм;paralelismo;0;0;0;0;0;0;0;0
paralysis;paralysie;paralisi;麻痺;paralisia;паралич;parálisis;1;1;0;1;0;1;0;0
paralyzed;paralysé;paralizzato;麻痺した;paralisado;парализованный;paralizado;1;0;0;1;0;1;1;0
paramount;primordial;supremo;パラマウント;primordial;первостепенный;supremo;0;0;0;0;0;0;0;0
paranoia;paranoïa;paranoia;パラノイア;paranóia;паранойя;paranoia;0;0;0;1;0;0;0;0
parapet;parapet;parapetto;パラペット;parapeito;парапет;parapeto;0;0;0;0;0;0;0;0
paraphernalia;attirail;armamentario;道具類;parafernália;принадлежности;bienes parafernales;0;0;0;0;0;0;0;0
paraphrase;paraphrase;parafrasi;言い換え;paráfrase;парафраз;paráfrasis;0;0;0;0;0;0;0;0
parasite;parasite;parassita;寄生虫;parasita;паразит;parásito;0;0;1;1;0;0;0;0
parasol;parasol;parasole;パラソル;guarda-sol;зонтик от солнца;sombrilla;0;0;0;0;0;0;0;0
parcel;parcelle;pacco;小包;parcela;пакет;paquete;0;0;0;0;0;0;0;0
parcels;colis;pacchi;小包;parcelas;посылки;parcelas;0;0;0;0;0;0;0;0
parchment;parchemin;pergamena;羊皮紙;pergaminho;пергамент;pergamino;0;0;0;0;0;0;0;0
pardon;pardon;perdono;恩赦;perdão;помилование;perdón;0;0;0;0;0;0;0;0
pare;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;1;1;0;1;0;1;0;0
parenchyma;parenchyme;parenchima;実質;parênquima;паренхима;parénquima;0;0;0;0;0;0;0;0
parent;parent;genitore;親;pai;родитель;padre;0;0;0;0;0;0;0;0
parentage;origine;origine;親子;parentesco;отцовство;familia;0;0;0;0;0;0;0;0
parental;parental;parentale;親;parental;родительский;de los padres;0;0;0;0;0;0;0;0
parenthesis;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
parenthetical;entre parenthèses;parenthetical;カッコ内の;entre parênteses;вводный;entre paréntesis;0;0;0;0;0;0;0;0
parietal;pariétal;parietale;頭頂壁;parietal;теменной;parietal;0;0;0;0;0;0;0;1
paring;éplucher;buccia;パッシング;paring;шелуха;mondadura;0;0;0;0;0;0;0;0
parish;paroisse;parrocchia;教区;freguesia;приход;parroquia;0;0;0;0;0;0;0;1
parity;parité;parità;パリティ;paridade;соотношение;paridad;0;0;0;0;0;0;0;0
park;parc;parco;パーク;parque;парк;parque;0;0;0;0;0;0;0;0
parlance;langage;linguaggio;用語;linguagem;манера говорить;lenguaje;0;0;0;0;0;0;0;0
parliament;parlement;parlamento;議会;parlamento;парламент;parlamento;0;0;0;0;0;0;0;1
parliamentary;parlementaire;parlamentare;議会;parlamentar;парламентский;parlamentario;0;0;0;0;0;0;0;0
parlor;parloir;salotto;パーラー;salão;кабинет;salón;0;0;0;0;0;0;0;0
parole;parole;parola d'onore;仮釈放;liberdade condicional;честное слово;libertad condicional;0;1;0;0;0;0;0;0
parquet;parquet;parquet;寄木細工;parquet;паркет;parquet;0;0;0;0;0;0;0;0
parrot;perroquet;pappagallo;オウム;papagaio;попугай;loro;0;0;1;0;0;0;0;0
parry;parer;parare;パリー;Parry;парировать;parar;0;0;0;0;0;0;0;0
parse;analyser;analizzare;解析する;analisar;разбор;analizar gramaticalmente;0;0;0;0;0;0;0;0
parsimonious;parcimonieux;parsimonioso;間違った;parcimonioso;экономный;parsimonioso;0;0;0;0;0;0;0;0
parsimony;parcimonie;parsimonia;傍観;parcimônia;скупость;parsimonia;0;0;0;0;0;0;0;0
parsley;persil;prezzemolo;パセリ;salsinha;петрушка;perejil;0;0;0;0;0;0;0;0
parson;pasteur;parroco;パリソン;parson;священник;párroco;0;0;0;0;0;0;0;0
part;partie;parte;部;parte;часть;parte;0;0;0;0;0;0;0;0
partake;prendre part;partecipare;分かる;participar;принимать участие;participar;0;0;0;0;0;0;0;1
partiality;partialité;parzialità;偏見;parcialidade;пристрастность;parcialidad;0;0;0;0;0;0;0;0
partially;partiellement;parzialmente;部分的に;parcialmente;частично;parcialmente;0;0;0;0;0;0;0;0
participate;participer;partecipare;参加する;participar;принимать участие;participar;0;0;0;0;0;0;0;0
participation;participation;partecipazione;参加;participação;участие;participación;0;0;0;0;0;0;0;0
particle;particule;particella;粒子;partícula;частица;partícula;0;0;0;0;0;0;0;0
particularity;particularité;particolarità;特殊性;particularidade;особенность;particularidad;0;0;0;0;0;0;0;0
particulars;détails;particolari;詳細;detalhes;сведения;informe detallado;0;0;0;0;0;0;0;0
parting;séparation;separazione;別れ;despedida;расставание;de despedida;0;0;0;0;0;1;0;0
partisan;partisan;partigiano;パルチザン;partidário;пристрастный;partidista;0;0;0;0;0;0;0;0
partisanship;esprit de parti;partigianeria;党派;partidarismo;пристрастность;partidismo;0;0;0;0;0;0;0;0
partition;cloison;partizione;パーティション;partição;раздел;dividir;0;0;0;0;0;0;0;0
partly;partiellement;in parte;部分的に;parcialmente;частично;parcialmente;0;0;0;0;0;0;0;0
partner;partenaire;compagno;パートナー;parceiro;партнер;compañero;0;0;0;0;0;0;0;0
partnership;Partenariat;associazione;パートナーシップ;parceria;партнерство;asociación;0;0;0;0;0;0;0;1
parts;les pièces;parti;部品;partes;части;partes;0;0;0;0;0;0;0;0
party;fête;festa;パーティー;festa;вечеринка;fiesta;0;0;0;0;0;0;0;0
pas;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
pass;passer;passaggio;パス;passar;проходить;pasar;0;0;0;0;0;0;0;0
passable;passable;accettabile;通行可能な;passável;проходимый;pasable;0;0;0;0;0;0;0;0
passage;passage;passaggio;通路;passagem;прохождение;paso;0;0;0;0;0;0;0;0
